po_id,date_id,store_id,supplier_id,product_id,employee_id,po_number,po_status,quantity_ordered,unit_cost,total_cost,expected_delivery_date,actual_delivery_date,is_emergency_order,lead_time_days,shipping_cost
2933,220,16,37,660,349,PO-JtdVFX-31430169,In Transit,180,73.22,13179.6,2024-08-12,,True,5,656.2
2934,239,28,55,964,70,PO-OaGsaa-64087514,Delivered,135,228.85,30894.75,2024-09-23,2024-09-22,False,28,282.86
2935,59,46,48,888,46,PO-IlAilW-50712145,Delivered,136,193.64,26335.04,2024-03-22,2024-03-26,False,23,461.92
2936,4,10,43,226,10,PO-HqXWAA-29648027,Canceled,104,92.25,9594.0,2024-01-16,,False,12,205.13
2937,340,24,66,95,170,PO-pBoGMf-93892286,Delivered,76,162.05,12315.8,2024-12-06,2024-12-05,False,1,223.87
2938,216,14,12,771,14,PO-yiUhWc-97420459,In Transit,195,237.96,46402.2,2024-08-09,,False,6,242.38
2939,45,48,81,78,453,PO-wXcLXH-59732883,Canceled,95,21.37,2030.15,2024-03-01,,False,16,150.56
2940,228,12,92,654,454,PO-acNlaU-92988100,Canceled,36,63.29,2278.44,2024-08-23,,False,8,424.66
2941,44,1,93,323,1,PO-ewopsl-89931200,In Transit,79,115.88,9154.52,2024-03-05,,False,21,197.5
2942,93,10,93,101,10,PO-RMwBJO-25492228,Partially Delivered,181,277.36,50202.16,2024-04-23,2024-04-28,False,21,452.37
2943,141,20,42,180,174,PO-priiKP-20775587,Ordered,149,278.88,41553.12,2024-06-04,,False,15,475.79
2944,298,43,43,353,63,PO-xEiLka-46817717,In Transit,38,167.84,6377.92,2024-11-05,,False,12,396.55
2945,209,23,67,890,322,PO-eJWgro-15495721,Canceled,116,28.19,3270.04,2024-08-23,,False,27,129.01
2946,58,32,85,597,428,PO-nzACqA-04631788,Partially Delivered,30,17.34,520.2,2024-03-08,2024-03-06,False,10,216.81
2947,8,8,92,885,360,PO-frCDld-75986362,Partially Delivered,60,103.92,6235.2,2024-01-16,2024-01-21,False,8,479.1
2948,183,33,6,968,33,PO-ZuHHpb-71731986,Canceled,161,130.46,21004.06,2024-07-18,,False,17,344.16
2949,92,43,33,758,43,PO-eCLLFj-77416758,Ordered,46,86.6,3983.6,2024-04-30,,False,29,77.11
2950,94,49,12,110,483,PO-ceKryn-25231532,Canceled,84,51.47,4323.48,2024-04-09,,False,6,317.96
2951,210,34,51,453,108,PO-YNvqso-86985879,In Transit,85,94.81,8058.85,2024-08-25,,False,28,322.43
2952,202,27,95,204,27,PO-QjTTCg-18303514,In Transit,171,141.46,24189.66,2024-08-09,,False,20,375.29
2953,178,34,95,425,108,PO-MFltkL-68598420,Partially Delivered,106,17.12,1814.72,2024-07-16,2024-07-14,False,20,444.44
2954,351,3,16,797,3,PO-BNkcEh-16937956,Delivered,189,41.84,7907.76,2025-01-13,2025-01-18,False,28,377.96
2955,133,33,27,501,33,PO-GaMRWy-27474149,Ordered,49,126.76,6211.24,2024-06-02,,False,21,492.36
2956,141,39,5,777,187,PO-asmWXV-38374852,Canceled,31,186.61,5784.91,2024-05-28,,False,8,381.91
2957,301,29,69,846,290,PO-QxHwWM-79196016,Canceled,185,89.45,16548.25,2024-11-09,,False,13,440.96
2958,206,35,78,35,35,PO-qaUlam-60242203,In Transit,118,100.88,11903.84,2024-08-23,,False,30,112.73
2959,159,20,51,814,20,PO-edxBeY-53374715,Delivered,145,263.02,38137.9,2024-06-21,2024-06-21,True,14,422.73
2960,4,44,32,434,64,PO-SbkGBh-29952004,In Transit,66,16.53,1090.98,2024-01-05,,False,1,393.15
2961,227,12,77,260,12,PO-cxWMsu-20803597,Ordered,165,61.48,10144.2,2024-08-16,,False,2,54.16
2962,201,49,90,767,483,PO-zUCQJc-66684073,Canceled,46,243.26,11189.96,2024-08-14,,False,26,80.05
2963,176,48,41,709,453,PO-Fplqzo-89089385,In Transit,23,19.31,444.13,2024-06-27,,False,3,213.04
2964,149,21,61,576,397,PO-ydfkpK-52366952,Partially Delivered,170,90.48,15381.6,2024-06-09,2024-06-12,False,12,214.48
2965,350,20,92,175,478,PO-QEKSjQ-83855900,Ordered,91,183.41,16690.31,2024-12-23,,False,8,486.84
2966,165,40,23,495,40,PO-NGPtcy-90828589,Delivered,13,76.92,999.96,2024-07-02,2024-07-04,False,19,120.43
2967,112,22,12,771,22,PO-VVJfHf-86486360,Delivered,68,319.44,21721.92,2024-04-27,2024-04-25,False,6,104.09
2968,220,34,8,887,352,PO-kPNDop-18186271,Delivered,25,135.02,3375.5,2024-08-16,2024-08-18,True,9,646.27
2969,38,8,39,256,360,PO-WVjTQi-76580309,In Transit,80,263.99,21119.2,2024-02-16,,True,9,682.63
2970,118,12,71,116,95,PO-FnSqmY-01615922,Partially Delivered,91,75.68,6886.88,2024-04-28,2024-04-30,False,1,420.23
2971,206,35,71,82,208,PO-yoLIkm-24293278,Canceled,186,118.51,22042.86,2024-07-25,,False,1,185.71
2972,162,24,21,605,170,PO-KVjTAr-84198188,Canceled,150,228.91,34336.5,2024-06-26,,False,16,161.69
2973,260,29,13,18,261,PO-kuTTug-43309547,Canceled,71,317.37,22533.27,2024-09-22,,False,6,488.46
2974,318,32,10,307,428,PO-YDpjsb-17020737,In Transit,157,38.33,6017.81,2024-12-09,,False,26,314.34
2975,3,26,17,826,389,PO-EOVMbH-40754925,In Transit,126,63.31,7977.06,2024-01-16,,False,13,389.23
2976,342,48,77,260,453,PO-SiXNlC-07855392,In Transit,90,61.69,5552.1,2024-12-09,,False,2,482.16
2977,207,7,51,945,155,PO-xwovth-96752680,Ordered,132,79.62,10509.84,2024-08-22,,False,28,336.09
2978,173,38,12,403,38,PO-OjPBRo-13130260,In Transit,179,19.88,3558.52,2024-06-27,,False,6,227.15
2979,358,14,73,484,14,PO-cQazuM-08763271,Canceled,122,10.85,1323.7,2025-01-20,,False,28,410.59
2980,262,32,17,24,343,PO-zeqlEC-17388694,Canceled,80,2.05,164.0,2024-10-01,,False,13,210.13
2981,59,25,20,514,134,PO-Rtutii-68573775,Delivered,34,13.83,470.22,2024-03-03,2024-03-01,True,4,171.61
2982,207,6,79,166,445,PO-umyItj-03701903,Ordered,88,91.43,8045.84,2024-08-14,,False,20,275.4
2983,190,49,17,826,49,PO-FOynYu-12526580,In Transit,62,55.94,3468.28,2024-07-21,,False,13,53.79
2984,123,32,47,415,32,PO-oMoRHg-29591641,Partially Delivered,28,259.51,7266.28,2024-05-16,2024-05-14,False,14,435.04
2985,362,37,34,150,37,PO-zkiHPi-52542907,Ordered,95,155.74,14795.3,2025-01-22,,False,26,324.25
2986,129,45,35,616,255,PO-xxLReu-60330818,Canceled,74,120.77,8936.98,2024-05-23,,False,15,82.38
2987,213,18,87,185,417,PO-YjAfwX-72681596,Delivered,121,296.86,35920.06,2024-08-13,2024-08-16,True,13,696.5
2988,222,24,26,215,170,PO-ETkpsL-98164783,Partially Delivered,174,192.07,33420.18,2024-08-24,2024-08-24,False,15,222.78
2989,323,29,8,774,100,PO-EYDkaB-74540334,Delivered,10,198.62,1986.2,2024-12-07,2024-12-10,False,19,427.07
2990,112,32,63,872,343,PO-UVtATf-81646166,Canceled,128,95.45,12217.6,2024-05-01,,False,10,176.64
2991,228,4,51,814,133,PO-xYFYNR-82366457,Delivered,110,277.02,30472.2,2024-09-12,2024-09-15,False,28,233.24
2992,257,41,38,515,427,PO-FyYBop-55350332,Canceled,148,2.52,372.96,2024-10-05,,False,22,144.85
2993,255,24,35,936,212,PO-uDSCUy-42830339,In Transit,86,18.65,1603.9,2024-09-26,,False,15,371.66
2994,114,43,26,749,63,PO-MSeloj-74758473,Partially Delivered,181,37.61,6807.41,2024-05-08,2024-05-11,False,15,186.01
2995,46,39,28,241,262,PO-VNPnBQ-97977221,Partially Delivered,102,242.93,24778.86,2024-02-24,2024-02-23,False,9,189.66
2996,303,28,95,446,28,PO-RJvrqG-84864505,Ordered,114,1.37,156.18,2024-11-18,,False,20,321.34
2997,138,16,76,167,16,PO-wMHkVW-99476361,Partially Delivered,175,131.0,22925.0,2024-06-10,2024-06-15,False,24,202.68
2998,219,37,47,416,37,PO-TejgLR-42984405,Ordered,116,106.66,12372.56,2024-08-20,,False,14,407.84
2999,233,20,25,258,77,PO-dDwsSq-22507827,Canceled,131,120.14,15738.34,2024-08-28,,False,8,259.14
3000,60,19,4,336,19,PO-VOJUqk-07255051,Ordered,33,63.39,2091.87,2024-03-05,,False,5,133.02
3001,134,1,77,119,1,PO-IDNZpZ-69276925,Canceled,168,17.01,2857.68,2024-05-15,,False,2,300.5
3002,198,1,24,847,1,PO-cvoWaj-82698640,In Transit,128,54.01,6913.28,2024-07-21,,False,5,303.71
3003,252,6,72,42,283,PO-DGLtxh-74021223,In Transit,116,191.5,22214.0,2024-09-27,,False,19,356.06
3004,172,41,23,908,41,PO-VwvAXg-44384699,Partially Delivered,148,181.74,26897.52,2024-06-29,2024-06-30,True,9,370.32
3005,64,29,20,471,290,PO-EBDSCw-66518349,Ordered,35,81.11,2838.85,2024-03-12,,False,8,242.48
3006,257,8,69,836,167,PO-qymAnN-91995060,In Transit,123,178.15,21912.45,2024-09-19,,True,6,542.61
3007,165,40,100,922,40,PO-iFIGec-44006890,Delivered,30,72.76,2182.8,2024-07-08,2024-07-07,False,25,264.71
3008,89,13,78,956,413,PO-tPHEkn-55375521,Canceled,56,266.91,14946.96,2024-04-28,,False,30,60.23
3009,334,47,71,874,260,PO-KycrfU-86879148,In Transit,190,241.27,45841.3,2024-11-30,,False,1,51.48
3010,123,32,90,652,153,PO-VkMgYk-46940929,Canceled,50,37.04,1852.0,2024-05-28,,False,26,298.59
3011,218,6,95,277,445,PO-kODhrE-18155706,Ordered,99,65.69,6503.31,2024-08-25,,False,20,80.28
3012,303,47,84,505,69,PO-DWbVyO-37367048,Delivered,153,257.45,39389.85,2024-11-12,2024-11-10,True,14,105.83
3013,191,43,96,574,63,PO-acOhVB-83172930,Delivered,66,77.78,5133.48,2024-07-18,2024-07-19,False,9,316.63
3014,310,41,3,903,41,PO-CQplkp-65898140,Partially Delivered,49,57.77,2830.73,2024-11-19,2024-11-22,False,14,90.92
3015,152,37,30,748,37,PO-ZEgrPj-02617402,In Transit,41,187.09,7670.69,2024-06-09,,False,9,363.56
3016,336,4,73,344,4,PO-MiDtFz-83925478,Partially Delivered,145,48.22,6991.9,2024-12-29,2024-12-28,False,28,265.78
3017,311,4,23,528,273,PO-gvXmra-18642005,Partially Delivered,128,251.67,32213.76,2024-11-25,2024-11-28,False,19,158.22
3018,100,15,89,647,420,PO-EcZqaO-04668303,Partially Delivered,86,201.61,17338.46,2024-04-29,2024-04-27,False,20,235.84
3019,119,38,26,488,433,PO-BWoMuv-82515268,Canceled,152,98.82,15020.64,2024-05-13,,False,15,478.15
3020,126,36,87,789,72,PO-XwcNwz-28059536,Canceled,55,133.01,7315.55,2024-05-31,,False,26,424.05
3021,249,34,4,944,34,PO-crMDXR-66364267,Ordered,195,188.43,36743.85,2024-09-10,,False,5,161.95
3022,62,14,100,478,14,PO-zOlyoM-34101824,Canceled,16,177.83,2845.28,2024-03-27,,False,25,96.53
3023,128,13,23,3,13,PO-IBxQxk-12328359,In Transit,100,98.08,9808.0,2024-05-26,,False,19,108.54
3024,118,11,37,90,11,PO-YvAped-39178570,Canceled,186,32.99,6136.14,2024-05-07,,False,10,150.72
3025,27,49,1,318,49,PO-ITDyJJ-76964824,Canceled,172,107.4,18472.8,2024-02-08,,False,12,296.68
3026,43,15,71,665,420,PO-waTfOi-58500990,Ordered,108,125.39,13542.12,2024-02-13,,False,1,391.27
3027,2,6,94,869,283,PO-WMzdQN-05375119,Partially Delivered,101,214.95,21709.95,2024-01-09,2024-01-13,False,7,123.66
3028,254,34,43,89,108,PO-nXEwgu-36922751,In Transit,110,242.33,26656.3,2024-09-22,,False,12,414.05
3029,149,28,1,645,28,PO-sRTUtN-87922426,Canceled,29,35.72,1035.88,2024-06-09,,False,12,468.23
3030,189,27,60,75,27,PO-IWtnlz-77996651,Ordered,87,54.77,4764.99,2024-07-26,,False,19,319.78
3031,338,26,93,200,389,PO-FqFzCO-50279203,Canceled,70,154.16,10791.2,2024-12-24,,False,21,420.38
3032,201,43,46,482,132,PO-aFwhAU-86018355,In Transit,155,221.92,34397.6,2024-08-09,,False,21,166.44
3033,321,44,36,208,350,PO-YYWsnd-26116648,In Transit,14,155.1,2171.4,2024-12-15,,False,29,224.31
3034,334,2,78,947,121,PO-cVZtZO-80046123,Partially Delivered,104,43.22,4494.88,2024-12-29,2024-12-29,False,30,238.98
3035,237,8,89,647,167,PO-JYkDem-62269086,In Transit,18,253.8,4568.4,2024-09-13,,False,20,134.08
3036,267,38,23,495,433,PO-gjLiTv-04910732,In Transit,150,63.46,9519.0,2024-10-12,,False,19,137.84
3037,169,7,47,816,191,PO-yNUkvy-41534009,Delivered,22,188.67,4150.74,2024-07-01,2024-07-05,False,14,340.73
3038,88,18,8,887,417,PO-BsGWCO-39045393,Delivered,163,139.73,22775.99,2024-04-16,2024-04-21,False,19,177.07
3039,78,17,2,699,286,PO-vwoEmm-37851887,Delivered,126,232.48,29292.48,2024-03-30,2024-04-02,False,12,419.47
3040,310,36,65,63,386,PO-kVEYNO-74690009,In Transit,36,159.03,5725.08,2024-11-15,,False,10,442.66
3041,217,6,27,988,445,PO-qUCizP-26543418,Ordered,191,173.84,33203.44,2024-08-25,,False,21,424.99
3042,343,3,57,735,270,PO-yTvCbH-89814876,Ordered,72,2.83,203.76,2024-12-12,,False,4,191.47
3043,319,43,62,45,59,PO-swEKxc-64497697,Ordered,140,72.16,10102.4,2024-11-23,,True,9,322.83
3044,318,3,90,652,111,PO-PBrCGM-91710795,Ordered,113,45.83,5178.79,2024-12-09,,False,26,476.12
3045,204,29,84,148,29,PO-qFKSZe-97315250,Canceled,108,123.31,13317.48,2024-08-20,,False,29,252.98
3046,114,22,58,160,407,PO-VEKErT-08712968,Canceled,52,301.9,15698.8,2024-05-01,,False,8,392.83
3047,6,25,51,391,275,PO-aYcGHq-81432742,Canceled,58,247.62,14361.96,2024-02-03,,False,28,224.63
3048,336,38,92,448,433,PO-dVxCsf-63139636,Delivered,152,268.53,40816.56,2024-12-09,2024-12-12,False,8,353.23
3049,134,15,90,533,420,PO-wGqqLp-19611990,Partially Delivered,17,309.34,5258.78,2024-06-08,2024-06-13,False,26,296.7
3050,179,30,47,595,114,PO-HSfKeE-05173802,In Transit,91,163.89,14913.99,2024-07-11,,False,14,164.86
3051,99,4,24,358,273,PO-yeNMja-49565769,Delivered,125,164.47,20558.75,2024-04-13,2024-04-15,False,5,122.47
3052,88,17,84,505,17,PO-NbDEYv-14003757,Delivered,83,263.25,21849.75,2024-04-26,2024-04-24,False,29,274.63
3053,330,13,56,314,110,PO-SMsTWd-54673309,Delivered,95,165.75,15746.25,2024-12-11,2024-12-10,False,16,417.49
3054,73,9,88,324,202,PO-PphuIT-38412526,Delivered,108,189.98,20517.84,2024-03-21,2024-03-20,False,8,425.06
3055,36,29,64,485,29,PO-QKtCqD-55946424,Partially Delivered,137,164.95,22598.15,2024-02-28,2024-02-29,False,23,491.28
3056,151,50,73,243,476,PO-KtjQBW-72259367,Ordered,194,216.76,42051.44,2024-06-27,,False,28,337.78
3057,230,22,70,305,22,PO-wJeKKc-64998754,Delivered,167,173.8,29024.6,2024-08-26,2024-08-28,False,9,290.87
3058,205,49,24,358,483,PO-PQwFdn-01941675,Canceled,41,149.38,6124.58,2024-07-28,,False,5,180.55
3059,123,22,48,575,22,PO-GkdJkN-10225217,Canceled,98,224.4,21991.2,2024-05-25,,False,23,230.08
3060,299,48,17,27,453,PO-ciADDN-40778375,Partially Delivered,193,52.96,10221.28,2024-11-07,2024-11-08,False,13,299.9
3061,99,43,79,259,63,PO-DWCtOX-95940343,In Transit,45,237.59,10691.55,2024-04-28,,False,20,464.24
3062,331,42,95,931,435,PO-OTMXuV-52354488,Ordered,183,7.64,1398.12,2024-12-16,,False,20,281.21
3063,116,16,65,85,16,PO-TSLAah-03294199,Ordered,55,332.73,18300.15,2024-05-05,,False,10,305.79
3064,131,47,54,111,117,PO-lsLcIV-91068718,Canceled,48,224.52,10776.96,2024-05-23,,False,13,275.85
3065,150,34,7,218,108,PO-FaaSfM-32532244,Ordered,111,77.61,8614.71,2024-06-12,,False,14,423.96
3066,220,19,49,475,456,PO-rjCcQQ-69907921,Delivered,129,77.38,9982.02,2024-08-16,2024-08-20,False,9,278.86
3067,207,18,89,606,18,PO-USIQjd-74235092,Partially Delivered,108,161.07,17395.56,2024-08-14,2024-08-17,False,20,119.73
3068,36,5,87,146,5,PO-LTSfVY-73941038,Partially Delivered,126,10.41,1311.66,2024-03-02,2024-03-05,False,26,461.97
3069,288,42,93,200,42,PO-RAufsB-68490011,Ordered,112,124.76,13973.12,2024-11-04,,False,21,130.62
3070,118,6,23,435,6,PO-EgjtQd-50139651,Partially Delivered,194,124.41,24135.54,2024-05-16,2024-05-15,False,19,228.78
3071,358,6,88,723,6,PO-ktviit-84742984,In Transit,87,168.43,14653.41,2024-12-31,,False,8,266.74
3072,293,7,20,672,338,PO-XKlsRD-08038064,Ordered,125,91.05,11381.25,2024-10-23,,True,4,379.34
3073,20,22,47,722,235,PO-GylBmp-36697651,Ordered,188,157.84,29673.92,2024-02-03,,False,14,54.9
3074,160,16,15,928,258,PO-ZKUVgJ-94455253,Ordered,12,230.07,2760.84,2024-06-28,,False,20,230.87
3075,12,20,36,532,356,PO-WcfGhu-99025019,In Transit,96,113.02,10849.92,2024-02-10,,False,29,496.08
3076,331,50,93,502,451,PO-sQkbnM-80472678,Ordered,49,107.75,5279.75,2024-12-17,,False,21,353.25
3077,156,24,86,623,24,PO-RqhQDu-13687336,Delivered,151,196.53,29676.03,2024-06-29,2024-07-01,False,25,125.02
3078,252,35,6,351,208,PO-KuGsfy-24119675,Partially Delivered,150,110.68,16602.0,2024-09-25,2024-09-26,False,17,205.48
3079,237,15,86,727,15,PO-ZZaLMM-05604028,Delivered,177,118.65,21001.05,2024-09-18,2024-09-23,False,25,245.59
3080,139,37,62,239,368,PO-yBscVn-72561518,Partially Delivered,55,73.56,4045.8,2024-06-06,2024-06-08,False,19,116.37
3081,356,14,6,611,14,PO-itByUN-78648422,In Transit,111,34.97,3881.67,2025-01-07,,False,17,293.05
3082,285,7,76,26,155,PO-exjkcA-17895898,Ordered,81,4.82,390.42,2024-11-04,,False,24,72.65
3083,50,12,4,336,142,PO-NMjFNq-40008053,Canceled,195,54.87,10699.65,2024-02-24,,False,5,197.1
3084,306,47,18,404,117,PO-zlkLyi-90650680,Ordered,34,90.07,3062.38,2024-11-11,,True,10,217.14
3085,319,42,55,585,390,PO-RDzlyi-64040438,In Transit,73,177.8,12979.4,2024-12-12,,False,28,68.89
3086,123,49,40,588,483,PO-DPLeWU-59672776,Canceled,49,63.3,3101.7,2024-05-08,,False,6,156.32
3087,150,2,58,457,240,PO-FZxxcI-51473295,In Transit,96,120.28,11546.88,2024-06-06,,False,8,262.9
3088,86,35,87,657,35,PO-DszmeG-51647295,In Transit,96,159.49,15311.04,2024-04-21,,False,26,399.46
3089,297,39,18,548,262,PO-PVjVrl-01112560,Ordered,101,101.07,10208.07,2024-11-12,,False,20,443.8
3090,27,44,2,699,350,PO-COhwDr-67108910,In Transit,160,229.75,36760.0,2024-02-08,,False,12,106.33
3091,155,28,76,356,28,PO-FqoXmT-48552571,Partially Delivered,170,265.7,45169.0,2024-06-27,2024-06-25,False,24,120.75
3092,179,1,83,229,1,PO-nWQjfp-74615490,In Transit,118,113.36,13376.48,2024-07-26,,False,29,164.25
3093,276,31,59,560,463,PO-xUeMWT-13190905,Canceled,106,224.42,23788.52,2024-10-15,,False,13,208.16
3094,187,21,24,847,397,PO-UNTPMQ-37237687,Canceled,22,58.91,1296.02,2024-07-10,,False,5,168.21
3095,33,41,26,549,41,PO-NGEIJt-93087665,Canceled,34,10.15,345.1,2024-02-17,,False,15,444.6
3096,186,25,38,875,275,PO-nzxvBk-92356645,Ordered,173,182.37,31550.01,2024-07-26,,False,22,89.22
3097,119,26,20,54,26,PO-ERGUFD-84157595,Partially Delivered,30,173.38,5201.4,2024-05-06,2024-05-08,False,8,376.0
3098,277,34,22,747,34,PO-GWZvbB-92774332,Ordered,153,206.32,31566.96,2024-11-02,,False,30,438.92
3099,291,5,86,634,5,PO-ZiXKbi-89775035,Canceled,188,168.0,31584.0,2024-11-11,,False,25,141.26
3100,5,21,29,635,91,PO-uXWUWL-26124054,In Transit,105,94.54,9926.7,2024-01-20,,False,15,418.57
3101,68,29,100,312,261,PO-SIuwKk-83745708,In Transit,38,294.03,11173.14,2024-04-02,,False,25,287.81
3102,252,41,20,444,458,PO-FxCEip-77419448,Canceled,124,220.56,27349.44,2024-09-16,,False,8,71.41
3103,280,1,30,906,1,PO-ixRCjz-34457243,Partially Delivered,105,107.77,11315.85,2024-10-10,2024-10-10,True,4,243.21
3104,352,8,7,468,360,PO-ZmHrCr-53447243,Canceled,190,42.46,8067.4,2024-12-31,,False,14,116.05
3105,365,34,22,500,172,PO-URJCyC-72628610,Delivered,153,79.07,12097.71,2025-01-29,2025-01-28,False,30,323.11
3106,186,8,80,666,8,PO-vawodx-29672238,Partially Delivered,163,243.9,39755.7,2024-07-28,2024-07-30,False,24,203.45
3107,269,8,79,259,8,PO-zVtWQA-58377875,In Transit,97,240.61,23339.17,2024-10-15,,False,20,423.27
3108,292,49,58,253,163,PO-mLKiog-88886434,Partially Delivered,121,101.37,12265.77,2024-10-26,2024-10-26,False,8,335.24
3109,156,20,92,339,20,PO-NMdZNX-34460864,Delivered,114,80.14,9135.96,2024-06-12,2024-06-10,False,8,441.69
3110,153,13,50,308,147,PO-BEidbI-58274764,Ordered,178,149.86,26675.08,2024-06-08,,True,7,521.85
3111,250,49,21,605,163,PO-Geunml-23367295,Canceled,195,205.97,40164.15,2024-09-22,,False,16,410.43
3112,363,18,68,296,417,PO-ABiLlJ-81402998,Ordered,39,29.92,1166.88,2025-01-19,,False,22,279.56
3113,93,12,91,379,454,PO-jFxggy-14055473,Ordered,152,59.25,9006.0,2024-04-14,,False,12,104.12
3114,350,10,41,210,405,PO-ObMRUL-03718719,Canceled,122,236.53,28856.66,2024-12-18,,False,3,94.32
3115,353,10,37,929,405,PO-lrSNKe-29155575,Delivered,26,267.02,6942.52,2024-12-28,2024-12-29,False,10,247.3
3116,218,10,6,611,10,PO-LiMTDB-13942958,In Transit,151,34.81,5256.31,2024-08-22,,False,17,324.78
3117,350,17,90,694,286,PO-OPulWx-04450629,Ordered,175,19.71,3449.25,2025-01-10,,False,26,341.41
3118,126,13,70,123,147,PO-pYryZv-47251832,In Transit,84,23.61,1983.24,2024-05-14,,False,9,248.36
3119,133,8,100,970,360,PO-mNChUO-93995819,Delivered,10,115.86,1158.6,2024-06-06,2024-06-07,False,25,195.7
3120,220,45,68,479,255,PO-LlsLng-15608419,Ordered,143,257.81,36866.83,2024-08-29,,False,22,360.81
3121,224,45,74,998,45,PO-spowaJ-97316930,Delivered,34,157.4,5351.6,2024-09-02,2024-09-03,False,22,214.41
3122,47,34,78,999,352,PO-fUveKp-56241286,Canceled,193,122.7,23681.1,2024-03-17,,False,30,65.3
3123,9,30,9,995,177,PO-AMzsib-49032657,Canceled,185,99.19,18350.15,2024-01-31,,False,22,389.21
3124,334,1,61,124,1,PO-YbrAiE-63477555,Delivered,180,171.24,30823.2,2024-12-11,2024-12-10,False,12,292.25
3125,27,31,24,288,31,PO-vTiVeT-52871196,Canceled,64,184.13,11784.32,2024-01-29,,True,2,339.37
3126,25,48,26,215,156,PO-jFBTMO-61549923,Ordered,75,252.06,18904.5,2024-02-09,,False,15,76.16
3127,231,33,63,872,33,PO-ExeDlz-92517188,In Transit,153,78.34,11986.02,2024-08-28,,False,10,284.02
3128,341,40,98,481,40,PO-UqEaeD-90483589,In Transit,179,68.65,12288.35,2024-12-31,,False,25,203.69
3129,154,25,25,891,275,PO-spkvwC-81406188,In Transit,141,206.61,29132.01,2024-06-10,,False,8,335.84
3130,323,23,64,413,166,PO-ASDbLs-07235464,Ordered,151,166.82,25189.82,2024-12-11,,False,23,498.53
3131,55,34,78,35,34,PO-vjqXKg-65690964,Canceled,39,96.91,3779.49,2024-03-25,,False,30,153.29
3132,280,40,48,198,40,PO-aBbBxA-17372514,Ordered,177,96.31,17046.87,2024-10-29,,False,23,51.26
3133,1,28,82,161,99,PO-UkXnou-35419872,Partially Delivered,124,107.31,13306.44,2024-01-28,2024-01-28,False,27,333.46
3134,147,29,38,695,100,PO-JYCzhr-25989051,Delivered,178,239.66,42659.48,2024-06-17,2024-06-16,False,22,188.38
3135,349,11,14,648,157,PO-KHyuTB-14444785,Canceled,160,214.64,34342.4,2024-12-17,,False,3,106.11
3136,301,42,31,177,42,PO-ycWkEK-15634707,Canceled,172,150.22,25837.84,2024-11-18,,False,22,354.71
3137,11,45,69,294,255,PO-VwwezW-13830749,In Transit,196,183.46,35958.16,2024-01-24,,False,13,99.33
3138,215,25,46,460,275,PO-Dlqemb-69714779,Canceled,53,28.46,1508.38,2024-08-23,,False,21,305.06
3139,121,27,82,493,27,PO-CSNXhV-97541859,Canceled,106,200.87,21292.22,2024-05-13,,True,13,406.63
3140,22,35,29,436,208,PO-iUgcee-29932699,Partially Delivered,132,277.29,36602.28,2024-02-06,2024-02-10,False,15,455.65
3141,81,38,62,757,188,PO-wCKUZs-27458895,Partially Delivered,15,122.72,1840.8,2024-04-09,2024-04-07,False,19,246.1
3142,94,27,79,620,27,PO-YhWyMk-73163316,Delivered,122,180.29,21995.38,2024-04-23,2024-04-24,False,20,67.08
3143,309,19,38,695,299,PO-iCAauN-62391986,Delivered,91,243.8,22185.8,2024-11-26,2024-12-01,False,22,363.8
3144,213,47,41,210,327,PO-eIjOgB-17144510,Ordered,152,220.28,33482.56,2024-08-03,,False,3,328.9
3145,209,13,48,888,13,PO-XwlMvX-71146947,Partially Delivered,106,195.28,20699.68,2024-08-19,2024-08-20,False,23,178.62
3146,292,21,35,109,397,PO-StcxkX-33269589,In Transit,11,98.25,1080.75,2024-11-02,,False,15,253.29
3147,65,46,87,185,46,PO-AgRQMr-71773821,Canceled,31,271.54,8417.74,2024-03-31,,False,26,54.83
3148,294,15,63,872,15,PO-cBiywF-67914383,Canceled,67,78.62,5267.54,2024-10-30,,False,10,92.52
3149,324,2,12,771,121,PO-zcAOJX-88147406,In Transit,106,316.12,33508.72,2024-11-25,,False,6,257.45
3150,94,23,24,855,143,PO-TkmUSd-60833005,Canceled,142,19.32,2743.44,2024-04-08,,False,5,446.9
3151,118,16,13,113,16,PO-ATrEGL-67749494,Partially Delivered,50,56.95,2847.5,2024-05-03,2024-05-08,False,6,312.63
3152,262,49,85,597,163,PO-QXhJgc-34912345,Canceled,24,13.63,327.12,2024-09-28,,False,10,318.54
3153,123,36,17,584,189,PO-KfwPLx-78787186,Ordered,78,254.26,19832.28,2024-05-15,,False,13,112.6
3154,48,48,98,756,48,PO-lHxRCF-21041069,Canceled,74,161.54,11953.96,2024-03-13,,False,25,97.39
3155,151,44,37,660,350,PO-Ghaxkd-81440363,In Transit,158,72.59,11469.22,2024-06-09,,False,10,336.52
3156,200,23,62,239,322,PO-BNTFhk-24994085,Delivered,114,70.95,8088.3,2024-08-06,2024-08-04,False,19,232.04
3157,163,18,22,503,396,PO-xbKPxk-37181075,Canceled,190,108.4,20596.0,2024-07-11,,False,30,495.62
3158,201,23,46,287,143,PO-ZcWiln-66509014,Ordered,185,120.39,22272.15,2024-08-09,,False,21,229.22
3159,272,4,41,803,198,PO-iOmuEe-88838885,Canceled,125,338.03,42253.75,2024-10-01,,False,3,463.79
